ID,Breed,Breed Size,Sex,Age,Weight (lbs),Spay/Neuter Status,Daily Activity Level,Diet,Daily Walk Distance (miles),Other Pets in Household,Medications,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,Average Temperature (F),Healthy
278,6,0,1,1.0,34.0,1,0,3,5.0,1,0,0,9.0,2.0,0,1.0,67.0,1
279,10,0,0,10.0,51.0,1,3,3,2.0,0,1,0,10.0,1.0,1,3.0,58.0,1
280,8,0,1,7.0,62.0,1,0,1,5.0,0,0,0,11.0,2.0,3,0.0,53.0,1
281,2,1,0,3.0,54.0,1,1,3,2.0,0,1,0,10.0,1.0,0,1.0,38.0,1
282,13,1,1,6.0,52.0,1,1,1,3.0,0,1,0,11.0,1.0,3,2.0,65.0,1
283,8,0,1,2.0,61.0,1,0,2,6.0,1,0,0,11.0,2.0,1,2.0,68.0,1
284,14,2,0,2.0,67.0,0,0,0,2.0,1,1,0,10.0,0.0,1,0.0,42.0,0
285,11,2,1,11.0,38.0,0,0,1,4.0,1,0,0,12.0,1.0,1,2.0,65.0,1
286,12,0,1,2.0,71.0,0,0,3,2.0,1,1,0,10.0,0.0,0,3.0,64.0,1
287,5,2,1,5.0,72.0,1,1,3,2.0,0,0,0,12.0,2.0,2,2.0,55.0,1
288,1,2,1,10.0,65.0,1,0,2,2.0,0,1,0,9.0,1.0,0,0.0,60.0,0
289,13,1,1,3.0,75.0,1,2,2,4.0,0,1,0,8.0,0.0,1,1.0,71.0,1
290,7,0,0,7.0,35.0,1,3,2,4.0,0,0,0,13.0,1.0,3,1.0,67.0,1
291,0,1,0,5.0,49.0,0,1,1,5.0,0,1,0,8.0,0.0,0,3.0,56.0,1
292,0,1,1,1.0,60.0,1,2,2,5.0,0,0,0,10.0,1.0,2,2.0,86.0,0
293,12,0,0,2.0,58.0,0,3,3,2.0,0,1,0,12.0,1.0,2,1.0,96.0,1
294,6,0,1,10.0,32.0,1,0,1,4.0,1,1,0,12.0,1.0,3,1.0,63.0,1
295,14,2,1,12.0,37.0,1,3,2,2.0,0,1,0,12.0,2.0,0,4.0,66.0,1
296,0,0,1,13.0,50.0,1,0,3,5.0,1,0,0,12.0,1.0,0,1.0,63.0,1
297,12,0,0,9.0,63.0,1,2,0,2.0,1,0,0,10.0,0.0,3,1.0,64.0,0
298,2,1,0,10.0,50.0,1,0,3,4.0,0,0,0,10.0,1.0,3,4.0,77.0,0
299,1,2,0,13.0,64.0,1,0,0,2.0,1,0,0,11.0,2.0,3,4.0,69.0,1
300,10,0,0,9.0,56.0,1,0,1,4.0,1,0,0,10.0,2.0,3,0.0,80.0,1
301,14,2,1,2.0,38.0,1,0,3,2.0,0,0,0,12.0,2.0,1,1.0,80.0,1
302,13,1,1,11.0,36.0,1,0,3,2.0,1,0,0,9.0,0.0,3,2.0,80.0,0
303,10,0,1,12.0,69.0,0,0,1,4.0,1,1,0,12.0,1.0,2,2.0,48.0,1
304,8,0,1,9.0,63.0,1,0,0,3.0,0,0,0,10.0,1.0,3,3.0,48.0,1
305,12,0,0,10.0,50.0,1,1,3,3.0,1,0,0,9.0,2.0,3,2.0,39.0,0
306,13,1,0,5.0,67.0,1,1,0,3.0,1,0,0,11.0,0.0,3,2.0,62.0,1
307,8,0,1,2.0,37.0,1,3,2,3.0,0,0,0,11.0,4.0,3,3.0,51.0,1
308,7,0,0,8.0,28.0,0,3,2,0.0,1,0,0,13.0,0.0,1,1.0,36.0,1
309,14,2,1,3.0,59.0,1,3,2,2.0,1,1,0,10.0,2.0,3,1.0,96.0,1
310,0,1,0,4.0,51.0,0,0,0,2.0,0,0,0,10.0,1.0,3,4.0,67.0,1
311,6,0,0,12.0,51.0,1,0,2,3.0,0,1,0,10.0,2.0,3,4.0,68.0,0
312,6,0,1,2.0,19.0,1,0,2,5.0,1,0,0,12.0,2.0,3,0.0,64.0,1
314,6,0,0,3.0,38.0,1,2,2,3.0,0,0,0,12.0,1.0,3,0.0,53.0,1
315,0,1,1,10.0,47.0,0,3,1,2.0,1,0,0,12.0,2.0,3,3.0,81.0,1
316,7,0,0,2.0,65.0,1,0,0,4.0,0,0,0,11.0,3.0,2,0.0,73.0,1
317,10,0,1,2.0,57.0,1,2,0,1.0,0,0,0,11.0,2.0,0,2.0,70.0,1
318,8,0,1,4.0,54.0,0,0,3,3.0,0,0,0,10.0,3.0,0,1.0,89.0,1
319,14,2,1,8.0,83.0,0,0,2,5.0,0,0,0,10.0,3.0,1,0.0,67.0,1
320,9,0,1,11.0,64.0,0,1,2,3.0,0,1,0,11.0,2.0,2,2.0,67.0,1
321,9,0,0,1.0,56.0,0,0,3,6.0,0,0,0,11.0,3.0,1,1.0,38.0,1
322,14,2,0,8.0,49.0,1,2,3,1.0,0,1,0,11.0,2.0,0,4.0,65.0,1
323,3,1,0,13.0,55.0,1,3,3,3.0,0,1,0,11.0,1.0,2,0.0,68.0,0
324,11,2,1,12.0,65.0,1,0,3,6.0,1,1,0,10.0,0.0,0,1.0,54.0,1
325,14,2,1,2.0,49.0,1,2,2,2.0,0,1,0,11.0,1.0,3,3.0,67.0,1
327,14,2,0,4.0,52.0,1,3,3,1.0,1,1,0,9.0,2.0,0,2.0,44.0,1
328,11,0,0,11.0,72.0,0,3,1,5.0,1,0,0,11.0,3.0,2,2.0,77.0,1
329,8,0,1,5.0,52.0,0,0,2,1.0,1,0,0,11.0,3.0,1,3.0,73.0,1
330,7,0,1,5.0,56.0,0,2,0,4.0,1,0,0,10.0,0.0,0,3.0,46.0,1
331,5,2,0,7.0,60.0,1,0,3,3.0,0,1,0,13.0,1.0,0,2.0,45.0,1
332,3,1,0,9.0,43.0,0,3,1,5.0,0,0,0,11.0,2.0,1,1.0,74.0,1
333,6,0,0,9.0,42.0,1,0,1,1.0,0,1,0,9.0,1.0,1,3.0,76.0,1
334,10,0,1,10.0,64.0,0,0,1,3.0,0,0,0,13.0,1.0,2,0.0,64.0,1
335,6,0,1,1.0,45.0,1,1,3,2.0,1,1,0,10.0,2.0,3,2.0,85.0,0
336,6,0,1,8.0,38.0,1,1,0,2.0,0,1,0,11.0,3.0,3,3.0,44.0,1
337,0,1,1,7.0,75.0,1,3,0,0.0,0,1,0,13.0,2.0,1,0.0,52.0,1
338,8,0,0,13.0,44.0,1,0,1,3.0,0,0,0,11.0,0.0,2,1.0,64.0,1
339,3,1,1,9.0,67.0,1,3,2,1.0,0,0,0,12.0,2.0,3,1.0,38.0,1
340,1,2,0,13.0,34.0,1,0,0,1.0,1,1,0,9.0,0.0,2,0.0,48.0,0
341,1,2,0,10.0,37.0,0,3,3,2.0,1,0,0,12.0,1.0,3,3.0,82.0,1
342,8,0,1,12.0,61.0,1,1,3,4.0,0,0,0,10.0,2.0,3,1.0,57.0,1
343,14,2,1,2.0,36.0,1,1,2,4.0,0,1,0,14.0,2.0,1,2.0,61.0,1
344,1,2,0,9.0,41.0,1,1,2,2.0,1,0,0,9.0,3.0,3,3.0,79.0,1
345,12,0,1,12.0,39.0,1,3,3,5.0,1,1,0,11.0,3.0,3,1.0,57.0,0
346,14,2,0,1.0,59.0,1,0,1,3.0,0,0,0,10.0,2.0,3,1.0,34.0,1
347,2,1,0,2.0,53.0,1,0,3,1.0,0,0,0,8.0,0.0,1,1.0,55.0,1
348,2,1,0,11.0,62.0,0,1,1,6.0,1,1,0,10.0,2.0,2,2.0,66.0,1
349,12,0,1,13.0,74.0,0,1,1,1.0,0,0,0,12.0,4.0,3,1.0,74.0,1
350,1,2,0,11.0,76.0,1,0,1,3.0,0,0,0,12.0,0.0,3,0.0,72.0,1
351,10,0,0,9.0,49.0,1,0,3,2.0,0,1,0,10.0,2.0,1,0.0,69.0,0
352,6,0,0,4.0,38.0,0,0,2,3.0,1,0,0,12.0,1.0,0,0.0,74.0,1
353,12,0,0,5.0,42.0,0,2,0,2.0,1,1,0,11.0,1.0,0,1.0,36.0,1
354,4,2,1,8.0,41.0,0,1,0,4.0,1,1,1,11.0,3.0,0,0.0,94.0,0
355,10,0,1,1.0,50.0,1,0,0,6.0,1,1,0,9.0,3.0,1,1.0,73.0,1
356,0,1,0,10.0,36.0,1,1,0,0.0,1,0,0,13.0,2.0,2,2.0,69.0,1
357,12,0,1,7.0,35.0,1,2,1,3.0,0,0,0,10.0,2.0,2,3.0,72.0,1
358,2,1,0,7.0,50.0,1,0,1,4.0,1,1,0,13.0,1.0,3,1.0,50.0,1
359,4,2,1,8.0,51.0,1,1,2,3.0,0,0,0,12.0,2.0,2,0.0,65.0,1
360,4,2,1,6.0,62.0,0,0,3,1.0,0,0,0,9.0,1.0,1,2.0,93.0,1
361,1,2,1,13.0,34.0,1,1,0,1.0,1,0,0,11.0,0.0,3,1.0,94.0,0
362,13,1,0,5.0,53.0,1,1,1,5.0,0,1,0,12.0,2.0,3,0.0,63.0,0
363,12,0,0,7.0,40.0,1,0,3,0.0,0,0,0,12.0,1.0,2,0.0,71.0,0
364,11,2,0,9.0,55.0,0,1,1,3.0,1,0,1,12.0,2.0,3,0.0,60.0,0
365,0,1,1,11.0,49.0,1,0,0,3.0,0,1,0,8.0,3.0,0,1.0,57.0,1
366,5,0,0,7.0,16.0,1,2,1,5.0,0,0,0,11.0,3.0,3,2.0,95.0,1
367,11,2,0,11.0,66.0,1,1,0,0.0,1,1,0,13.0,2.0,3,0.0,66.0,0
368,2,1,1,10.0,64.0,0,1,3,4.0,1,1,0,14.0,2.0,3,0.0,53.0,0
369,9,0,1,9.0,64.0,0,0,1,2.0,0,1,0,13.0,3.0,1,2.0,48.0,1
370,9,0,1,1.0,54.0,1,3,2,3.0,1,0,0,10.0,2.0,3,0.0,55.0,1
371,7,0,0,5.0,68.0,1,0,3,1.0,1,0,0,11.0,1.0,2,0.0,60.0,0
372,13,1,1,6.0,62.0,0,1,2,4.0,1,1,0,14.0,0.0,3,1.0,60.0,1
373,14,2,0,3.0,37.0,1,0,2,2.0,0,1,0,9.0,1.0,1,2.0,76.0,1
374,2,1,0,6.0,74.0,1,0,1,3.0,1,1,0,10.0,1.0,3,3.0,68.0,1
375,14,2,0,9.0,64.0,0,2,2,3.0,1,0,0,12.0,1.0,1,1.0,81.0,1
376,5,2,1,5.0,58.0,1,2,3,3.0,0,1,0,10.0,2.0,3,1.0,64.0,0
377,10,0,1,7.0,50.0,1,2,2,3.0,0,1,0,11.0,1.0,2,3.0,63.0,1
378,12,0,1,5.0,70.0,1,2,1,4.0,0,1,0,12.0,2.0,2,4.0,55.0,1
379,9,0,1,8.0,31.0,0,2,0,3.0,0,0,1,11.0,1.0,3,1.0,43.0,1
380,2,1,1,12.0,40.0,1,1,2,3.0,0,0,0,10.0,1.0,0,4.0,52.0,1
381,0,1,1,10.0,15.0,0,3,0,1.0,0,1,0,13.0,2.0,3,1.0,75.0,0
382,11,2,1,5.0,27.0,1,3,3,1.0,1,0,0,10.0,3.0,2,0.0,56.0,1
383,7,0,1,3.0,47.0,1,0,0,5.0,0,0,0,11.0,2.0,2,3.0,70.0,1
384,6,0,1,2.0,47.0,1,2,1,4.0,1,1,0,11.0,0.0,0,3.0,44.0,1
385,14,2,0,9.0,46.0,0,2,1,4.0,1,1,1,13.0,1.0,3,1.0,56.0,0
386,11,2,1,5.0,27.0,1,3,3,2.0,1,0,0,12.0,0.0,3,1.0,55.0,1
387,11,2,0,3.0,55.0,0,3,3,2.0,1,0,0,12.0,2.0,2,1.0,55.0,1
388,11,2,1,5.0,61.0,1,2,1,2.0,1,0,0,11.0,1.0,3,1.0,56.0,1
389,3,1,1,4.0,68.0,1,1,2,4.0,1,0,0,10.0,3.0,2,1.0,68.0,1
390,10,0,1,11.0,61.0,0,0,2,0.0,0,0,0,10.0,1.0,2,1.0,94.0,1
391,6,0,0,7.0,74.0,1,2,0,3.0,0,0,0,11.0,3.0,3,0.0,67.0,0
392,9,0,0,11.0,69.0,1,1,1,0.0,0,1,0,11.0,2.0,0,1.0,66.0,0
393,5,2,0,12.0,56.0,1,3,0,4.0,1,1,0,11.0,2.0,3,0.0,89.0,0
394,2,1,1,11.0,58.0,1,0,0,1.0,0,0,0,11.0,2.0,1,2.0,47.0,1
395,1,2,1,13.0,18.0,0,3,1,3.0,1,0,0,11.0,0.0,2,1.0,61.0,1
396,14,2,0,1.0,47.0,1,0,3,4.0,1,0,0,11.0,0.0,2,0.0,93.0,1
397,5,2,0,13.0,77.0,1,0,0,3.0,1,0,0,11.0,2.0,1,2.0,95.0,1
398,7,0,0,8.0,70.0,0,0,0,4.0,1,0,0,11.0,1.0,1,3.0,57.0,1
399,5,2,1,8.0,15.0,1,0,3,0.0,0,1,0,11.0,1.0,3,1.0,72.0,0
400,12,0,1,7.0,44.0,1,0,0,2.0,0,1,0,9.0,1.0,2,3.0,63.0,1
401,3,2,1,1.0,32.0,1,2,2,2.0,1,0,0,12.0,0.0,3,1.0,51.0,1
402,8,0,0,7.0,54.0,1,1,1,2.0,1,0,0,11.0,2.0,3,1.0,57.0,1
403,3,2,0,1.0,61.0,1,2,0,3.0,0,0,0,9.0,0.0,3,2.0,57.0,0
404,1,2,0,7.0,80.0,1,2,1,4.0,0,1,0,10.0,1.0,3,1.0,58.0,1
405,9,0,0,7.0,40.0,1,2,0,3.0,1,1,0,10.0,1.0,0,0.0,89.0,0
406,4,2,1,5.0,47.0,1,0,1,3.0,1,1,0,11.0,2.0,2,0.0,72.0,0
407,0,1,1,7.0,29.0,1,0,2,3.0,0,0,0,11.0,4.0,1,2.0,75.0,1
408,1,2,1,13.0,51.0,1,0,0,1.0,0,1,0,10.0,3.0,1,2.0,69.0,0
409,9,0,1,10.0,24.0,0,0,0,2.0,0,1,0,11.0,0.0,3,4.0,69.0,0
410,5,2,0,2.0,61.0,1,1,3,1.0,0,0,0,11.0,2.0,0,1.0,47.0,1
411,1,2,0,13.0,57.0,1,0,1,1.0,1,1,0,12.0,1.0,3,1.0,64.0,1
412,14,0,1,6.0,75.0,1,1,0,2.0,1,0,0,12.0,0.0,3,1.0,74.0,1
413,5,2,1,9.0,50.0,1,0,3,3.0,0,0,0,12.0,1.0,1,3.0,100.0,0
414,4,2,0,5.0,33.0,0,0,2,2.0,0,1,0,10.0,3.0,1,1.0,52.0,1
415,10,0,0,8.0,19.0,0,3,3,3.0,1,1,0,10.0,1.0,2,3.0,70.0,1
416,2,1,0,4.0,69.0,0,1,0,2.0,1,1,0,11.0,1.0,3,0.0,54.0,0
417,14,2,1,9.0,33.0,1,3,1,6.0,0,1,0,10.0,1.0,2,1.0,72.0,1
418,6,0,0,11.0,80.0,0,3,2,4.0,0,0,0,12.0,0.0,3,1.0,70.0,1
419,4,2,0,8.0,61.0,0,2,3,5.0,1,0,0,11.0,1.0,3,4.0,54.0,1
420,8,0,1,13.0,43.0,1,2,1,1.0,0,0,0,10.0,1.0,2,0.0,88.0,1
422,10,0,1,1.0,47.0,1,0,1,3.0,0,1,0,11.0,2.0,0,3.0,100.0,0
423,14,2,1,13.0,58.0,1,3,2,0.0,1,0,0,11.0,3.0,0,0.0,80.0,1
424,5,2,0,7.0,53.0,0,0,0,2.0,1,0,0,11.0,4.0,1,1.0,66.0,1
425,14,2,0,5.0,69.0,1,2,3,2.0,1,0,0,13.0,4.0,1,1.0,87.0,1
426,2,1,0,13.0,50.0,1,2,1,2.0,1,0,1,9.0,1.0,0,4.0,84.0,0
427,13,1,0,4.0,58.0,0,1,0,3.0,1,1,1,10.0,2.0,3,0.0,66.0,0
428,0,1,0,9.0,61.0,1,2,0,3.0,0,0,1,10.0,2.0,3,4.0,64.0,0
429,7,0,1,9.0,53.0,0,3,2,2.0,0,0,0,11.0,2.0,3,0.0,90.0,1
430,9,0,0,13.0,53.0,1,0,1,3.0,1,1,0,13.0,1.0,3,3.0,74.0,1
431,0,1,0,10.0,69.0,1,0,1,4.0,0,1,0,11.0,2.0,3,1.0,58.0,1
432,14,2,0,10.0,43.0,1,0,0,3.0,0,0,0,11.0,3.0,3,2.0,63.0,1
433,5,2,0,9.0,60.0,1,2,1,3.0,0,0,0,9.0,2.0,3,4.0,80.0,1
434,9,0,1,5.0,54.0,1,0,1,0.0,0,1,0,11.0,1.0,2,0.0,71.0,1
435,8,0,1,11.0,51.0,1,0,3,6.0,0,0,0,11.0,3.0,2,1.0,76.0,1
436,3,1,0,4.0,67.0,1,3,1,4.0,1,0,0,11.0,1.0,3,1.0,56.0,1
437,2,1,1,10.0,50.0,1,0,3,3.0,1,0,0,9.0,1.0,1,3.0,57.0,1
438,1,2,1,3.0,53.0,1,1,0,1.0,0,1,0,12.0,0.0,0,0.0,66.0,0
439,12,0,0,1.0,60.0,0,0,3,3.0,0,1,0,11.0,2.0,3,0.0,56.0,0
440,13,1,0,3.0,68.0,1,1,2,2.0,0,1,0,11.0,1.0,3,2.0,88.0,1
441,13,1,1,12.0,61.0,1,3,3,5.0,0,1,0,12.0,3.0,3,1.0,85.0,1
442,10,0,1,9.0,39.0,0,1,1,5.0,0,0,0,12.0,2.0,3,1.0,67.0,1
443,6,0,1,7.0,45.0,1,3,0,1.0,0,0,0,11.0,1.0,3,0.0,82.0,1
444,7,0,0,9.0,31.0,1,0,3,3.0,1,1,0,11.0,2.0,3,0.0,45.0,0
445,9,0,0,4.0,39.0,0,2,0,5.0,0,0,0,11.0,2.0,0,2.0,66.0,1
446,7,0,0,11.0,66.0,0,1,2,2.0,1,1,0,11.0,2.0,3,1.0,81.0,1
447,7,0,1,2.0,49.0,1,1,3,2.0,0,0,0,11.0,2.0,1,1.0,74.0,1
448,11,2,1,1.0,62.0,0,0,1,3.0,0,0,0,11.0,2.0,3,1.0,79.0,1
449,7,0,1,4.0,37.0,1,3,3,2.0,0,0,0,11.0,1.0,2,0.0,64.0,1
450,10,0,0,9.0,53.0,1,3,3,3.0,0,1,0,13.0,2.0,1,2.0,65.0,1
451,14,2,1,4.0,36.0,0,3,0,1.0,1,1,0,10.0,3.0,3,1.0,90.0,1
452,2,1,1,9.0,46.0,1,2,2,1.0,0,1,0,10.0,1.0,2,2.0,45.0,1
453,3,1,0,9.0,48.0,1,1,3,2.0,1,1,0,11.0,1.0,1,1.0,44.0,0
454,4,2,1,9.0,61.0,0,1,1,2.0,1,0,0,11.0,3.0,3,3.0,72.0,1
455,3,1,1,12.0,55.0,1,2,2,3.0,0,1,0,10.0,2.0,3,2.0,62.0,1
456,12,0,1,9.0,26.0,1,1,2,4.0,0,1,0,13.0,1.0,2,3.0,32.0,1
457,13,1,1,11.0,62.0,1,0,1,2.0,0,0,0,10.0,2.0,3,1.0,86.0,1
458,5,2,0,5.0,34.0,1,1,0,5.0,0,1,0,11.0,2.0,1,0.0,72.0,0
459,8,0,0,7.0,68.0,1,1,1,1.0,0,0,0,14.0,2.0,0,0.0,87.0,1
460,14,2,1,10.0,51.0,1,0,1,4.0,0,0,0,10.0,2.0,3,3.0,64.0,1
461,2,1,0,7.0,50.0,0,1,1,2.0,1,0,0,13.0,0.0,0,1.0,95.0,1
462,13,1,0,1.0,31.0,1,0,1,3.0,0,1,0,13.0,3.0,3,1.0,58.0,1
463,6,0,1,4.0,62.0,1,0,1,1.0,0,1,0,10.0,2.0,0,1.0,56.0,1
464,9,0,0,13.0,37.0,1,3,2,2.0,1,0,0,11.0,1.0,3,1.0,52.0,1
465,9,0,1,11.0,68.0,0,2,3,4.0,1,1,0,14.0,0.0,0,1.0,43.0,0
466,1,2,0,2.0,70.0,0,0,1,3.0,0,1,0,11.0,2.0,0,0.0,72.0,1
467,9,0,0,9.0,54.0,0,2,3,2.0,0,1,0,10.0,2.0,1,2.0,56.0,0
468,1,2,1,4.0,43.0,0,2,1,3.0,1,1,0,11.0,2.0,2,1.0,65.0,1
469,14,2,0,12.0,64.0,1,2,2,5.0,1,0,0,11.0,0.0,2,0.0,75.0,1
470,14,0,0,3.0,69.0,1,1,1,0.0,0,0,0,10.0,2.0,3,1.0,61.0,1
471,14,2,1,2.0,57.0,1,3,0,6.0,0,1,0,10.0,1.0,0,1.0,31.0,1
472,4,2,1,8.0,45.0,0,0,2,2.0,0,0,0,12.0,1.0,2,2.0,52.0,1
473,4,2,1,9.0,45.0,0,0,3,0.0,1,0,0,9.0,2.0,0,2.0,69.0,1
474,9,0,0,11.0,45.0,1,0,0,2.0,1,0,0,11.0,3.0,0,2.0,70.0,0
475,5,2,1,12.0,33.0,1,2,3,5.0,1,0,0,8.0,2.0,3,2.0,43.0,1
476,4,2,1,5.0,66.0,1,2,1,2.0,0,1,0,13.0,2.0,2,2.0,30.0,1
477,13,1,1,3.0,55.0,1,2,3,1.0,1,0,0,8.0,1.0,3,1.0,73.0,0
478,10,0,0,9.0,69.0,0,1,1,5.0,1,1,0,11.0,2.0,1,1.0,56.0,1
479,8,0,0,2.0,40.0,0,1,3,5.0,1,1,0,10.0,1.0,1,1.0,45.0,1
480,8,0,1,12.0,40.0,1,3,1,1.0,1,0,0,12.0,1.0,1,3.0,74.0,1
481,14,2,0,10.0,35.0,1,3,1,1.0,1,0,0,8.0,2.0,3,2.0,52.0,1
482,9,0,1,2.0,33.0,1,0,3,1.0,0,1,1,13.0,2.0,1,1.0,69.0,1
483,5,2,1,6.0,23.0,0,0,1,3.0,1,1,0,13.0,1.0,1,1.0,61.0,1
484,5,2,1,10.0,45.0,0,0,0,0.0,0,0,0,11.0,4.0,0,1.0,69.0,1
485,10,0,0,11.0,38.0,0,0,2,5.0,1,0,0,13.0,2.0,2,3.0,79.0,1
487,3,1,0,13.0,58.0,1,0,2,4.0,1,0,0,11.0,2.0,3,2.0,89.0,1
488,3,1,1,4.0,19.0,1,0,0,4.0,1,0,0,11.0,2.0,2,1.0,81.0,1
489,12,0,0,11.0,53.0,1,2,1,3.0,0,1,1,13.0,2.0,3,2.0,71.0,0
490,0,1,0,1.0,60.0,1,2,1,2.0,1,1,0,14.0,0.0,0,0.0,76.0,0
491,9,0,0,1.0,31.0,1,0,2,2.0,0,1,0,12.0,2.0,2,4.0,74.0,1
492,11,2,0,8.0,48.0,0,0,1,0.0,0,1,0,13.0,2.0,1,2.0,38.0,1
493,0,1,1,7.0,43.0,1,0,2,4.0,1,1,0,11.0,2.0,2,0.0,67.0,1
494,1,2,1,10.0,79.0,1,0,2,2.0,1,0,0,11.0,0.0,1,4.0,66.0,1
495,3,1,0,7.0,43.0,1,0,2,3.0,1,1,0,11.0,0.0,3,0.0,69.0,1
496,3,1,1,8.0,77.0,0,0,1,4.0,1,0,0,13.0,3.0,0,0.0,78.0,1
497,2,1,1,2.0,65.0,1,0,0,2.0,1,1,0,11.0,2.0,1,2.0,30.0,1
498,7,0,1,13.0,27.0,0,0,2,2.0,0,0,0,10.0,0.0,3,1.0,53.0,1
499,9,0,1,11.0,64.0,1,3,3,3.0,0,1,0,8.0,1.0,1,3.0,76.0,1
500,7,0,0,8.0,55.0,0,0,3,2.0,0,0,0,12.0,1.0,3,1.0,78.0,1
501,9,0,1,6.0,56.0,0,1,2,2.0,1,1,0,9.0,3.0,3,0.0,67.0,1
502,11,2,0,12.0,42.0,0,0,3,0.0,1,1,0,14.0,2.0,1,2.0,66.0,0
503,5,2,1,8.0,47.0,0,0,3,4.0,1,1,0,9.0,1.0,1,1.0,86.0,1
504,9,0,1,9.0,56.0,1,2,3,1.0,1,0,0,10.0,2.0,2,3.0,81.0,0
505,9,0,1,10.0,55.0,1,2,1,3.0,1,1,0,14.0,2.0,2,1.0,62.0,1
506,5,2,0,12.0,63.0,1,1,2,3.0,1,0,0,12.0,2.0,3,1.0,67.0,1
507,1,0,1,8.0,45.0,1,3,3,3.0,1,0,0,12.0,2.0,3,1.0,42.0,1
508,4,2,1,12.0,65.0,0,1,2,2.0,0,0,0,12.0,2.0,3,1.0,82.0,1
509,8,0,1,6.0,69.0,0,0,2,3.0,0,1,0,11.0,2.0,3,0.0,55.0,1
510,6,0,1,7.0,30.0,0,2,0,2.0,1,0,0,12.0,3.0,2,1.0,62.0,1
511,1,2,0,1.0,52.0,0,2,0,3.0,0,1,0,10.0,0.0,0,4.0,74.0,0
512,11,2,1,10.0,27.0,1,3,0,0.0,0,0,0,13.0,1.0,3,2.0,60.0,1
513,0,1,1,9.0,36.0,0,0,1,3.0,1,1,0,11.0,1.0,0,0.0,65.0,0
514,8,0,1,4.0,50.0,1,2,2,5.0,1,0,0,9.0,0.0,3,3.0,42.0,1
515,3,1,0,4.0,78.0,1,0,3,2.0,1,0,0,13.0,0.0,3,0.0,60.0,0
516,10,0,0,11.0,43.0,0,0,2,3.0,0,0,0,12.0,1.0,0,2.0,83.0,1
517,12,0,0,10.0,65.0,1,0,0,2.0,0,1,0,10.0,2.0,2,2.0,79.0,0
518,1,2,0,12.0,44.0,0,0,3,3.0,1,1,0,12.0,0.0,3,1.0,48.0,1
519,9,0,1,8.0,45.0,1,3,3,3.0,0,0,0,8.0,2.0,1,1.0,64.0,1
520,14,0,0,6.0,41.0,1,3,1,1.0,0,1,0,9.0,2.0,3,1.0,90.0,1
521,9,0,0,11.0,41.0,1,0,3,1.0,0,1,0,10.0,2.0,3,1.0,76.0,0
522,7,0,0,5.0,21.0,1,0,3,4.0,0,0,0,14.0,1.0,0,1.0,64.0,1
523,1,2,0,9.0,31.0,1,2,2,3.0,0,1,0,11.0,1.0,3,2.0,58.0,0
524,13,1,0,5.0,21.0,1,3,0,4.0,0,1,0,13.0,2.0,1,1.0,79.0,1
525,3,1,0,4.0,20.0,1,2,2,3.0,1,1,0,9.0,1.0,1,0.0,59.0,0
526,5,2,0,7.0,35.0,0,0,2,1.0,0,1,0,8.0,2.0,3,2.0,85.0,1
527,9,0,1,1.0,50.0,1,3,3,2.0,0,0,0,13.0,1.0,1,2.0,77.0,1
528,3,0,1,8.0,30.0,1,3,2,6.0,1,1,0,14.0,1.0,3,2.0,69.0,1
529,3,1,1,1.0,61.0,0,0,3,3.0,1,0,0,10.0,1.0,2,1.0,75.0,1
530,11,2,0,10.0,51.0,0,0,1,4.0,0,0,0,10.0,1.0,1,3.0,53.0,1
531,8,0,0,10.0,66.0,1,1,0,3.0,0,0,1,13.0,1.0,0,1.0,41.0,0
532,8,0,0,13.0,40.0,0,0,1,5.0,0,1,0,11.0,1.0,3,1.0,60.0,1
534,14,2,1,10.0,56.0,0,2,3,1.0,0,0,0,10.0,2.0,0,0.0,73.0,0
535,13,1,0,7.0,48.0,0,0,3,5.0,0,1,0,10.0,1.0,3,1.0,74.0,1
536,1,2,1,4.0,40.0,1,3,1,3.0,1,0,0,11.0,2.0,3,0.0,78.0,1
537,1,2,1,8.0,39.0,1,3,3,5.0,1,1,0,10.0,3.0,1,2.0,47.0,1
538,11,2,0,6.0,78.0,1,0,2,1.0,0,0,0,9.0,2.0,0,1.0,61.0,1
539,4,2,1,2.0,34.0,1,3,0,4.0,1,1,0,12.0,1.0,2,3.0,67.0,1
540,6,0,1,12.0,64.0,1,0,0,2.0,0,0,0,13.0,1.0,0,0.0,82.0,1
542,13,0,1,11.0,87.0,0,0,2,0.0,1,0,0,14.0,2.0,3,1.0,80.0,1
543,7,0,0,7.0,64.0,1,0,0,4.0,0,1,0,11.0,3.0,0,2.0,46.0,1
544,5,2,0,12.0,55.0,1,1,1,4.0,1,1,0,9.0,2.0,3,2.0,53.0,0
545,4,2,0,7.0,62.0,1,3,2,2.0,1,0,0,10.0,2.0,3,2.0,65.0,1
546,14,2,0,9.0,31.0,0,3,1,1.0,1,0,0,12.0,2.0,1,3.0,63.0,1
547,2,1,1,9.0,73.0,0,2,1,3.0,1,1,1,10.0,1.0,2,1.0,51.0,0
548,3,0,1,6.0,83.0,0,3,3,1.0,1,1,1,10.0,0.0,3,2.0,68.0,0
549,14,2,1,11.0,64.0,1,2,1,6.0,0,0,0,12.0,1.0,1,3.0,74.0,1
